CdStationMesureEauxSurface;LbStationMesureEauxSurface;CoordXStationMesureEauxSurface;CoordYStationMesureEauxSurface;NomEntiteHydrographique;TypeCEStationMesureEauxSurface
01402132;PRISE D'EAU LIANE;608209.059;7062439.7;La Liane;
01402278;PRISE D'EAU LYS;653975.999;7060434.99;La Lys;
02000001;LE RHIN À HUNINGUE;1046885.0;6727513.99;Le Rhin;
02000002;LA LUCELLE À LUCELLE;1023517.0;6712575.99;La Lucelle;
02000003;LE RUISSEAU DE NEUWILLER À NEUWILLER;1040118.0;6724236.99;Ruisseau de Neuwiller;
02000004;LE RHIN À VILLAGE-NEUF;1043735.0;6733515.99;Le Rhin;
02000005;LA PASSE À POISSONS DE KEMBS À VILLAGE-NEUF;1043027.0;6734207.99;Grand Canal d'Alsace;
02000006;LA BIRSIG À LEYMEN;1036878.0;6720328.99;Ruisseau la Birsig;
02000008;LA BIRSIG À LEYMEN (FERME WEISSKIRCH);1039055.0;6721257.99;Ruisseau la Birsig;
02000010;LE GRAND CANAL D'ALSACE À ROSENAU;1039381.0;6737722.99;Grand Canal d'Alsace;
02000011;LE VIEUX RHIN À KEMBS;1039269.0;6738649.99;Le Rhin;
02000990;LE LERTZBACH À HEGENHEIM;1040367.0;6728002.99;Ruisseau l'Augraben;
02000995;L'ALTENBACH À BUSCHWILLER;1038719.0;6727022.99;Ruisseau l'Altenbach;
02000998;LE LIESBACH À HESINGUE;1037397.0;6729274.99;Ruisseau le Liesbach;
02001000;L'AUGRABEN À BARTENHEIM;1038791.0;6736176.99;Ruisseau l'Augraben;
02001003;L'ALTE-BACH À RANSPACH-LE-BAS;1034874.0;6729876.99;Ruisseau Alte-Bach;
02001004;L'ATTENBACH À RANSPACH-LE-BAS;1033208.0;6729825.99;Ruisseau l'Attenbach;
02001005;L'AUBACH À RANSPACH-LE-BAS;1033628.0;6729637.99;Ruisseau l'Aubach;
02001006;L'ALTE-BACH À BLOTZHEIM (LEHMATTEN);1036416.0;6731366.99;Ruisseau Alte-Bach;
02001007;L'ALTE-BACH À BARTENHEIM;1037433.0;6735724.99;Ruisseau Alte-Bach;
02001008;LE MUEHLGRABEN À BRINCKHEIM;1034294.0;6734393.99;Ruisseau le Muehlgraben;
02001009;LE RUISSEAU DE STETTEN À STETTEN;1032062.0;6734002.99;;
02001010;L'ALTE-BACH À BLOTZHEIM;1037550.0;6732226.99;Ruisseau Alte-Bach;
02001011;LE RUISSEAU DE STETTEN À BRINCKHEIM;1034436.0;6734611.99;;
02001012;LE SAURENTZ À RANTZWILLER;1029060.0;6736704.99;Ruisseau le Saurentz;
02001013;LE SAURENTZ À KOETZINGUE;1030514.0;6737080.99;Ruisseau le Saurentz;
02001014;LE MOOSBACH À MAGSTATT-LE-HAUT;1030068.0;6734943.99;;
02001015;LE RUISSEAU DE GUTZWILLEN À KOETZINGUE;1030067.0;6736416.99;Ruisseau de Gutzwillen;
02001016;LE SAURENTZ À WALTENHEIM;1032286.0;6737745.99;Ruisseau le Saurentz;
02001017;LE RUISSEAU STRAEGEN À WALTENHEIM (NORD);1032223.0;6738002.99;;
02001018;LE RUISSEAU STRAEGEN À WALTENHEIM (CENTRE);1032291.0;6737898.99;;
02001019;LE MUHLBACH DE UFFHEIM À UFFHEIM (OBEREMUEHLE);1033133.0;6736672.99;;
02001020;LE SAURENTZ À SIERENTZ (AMONT);1034197.0;6737435.99;Ruisseau le Saurentz;
02001021;LE SAURENTZ À SIERENTZ (AVAL);1034900.0;6737938.99;Ruisseau le Saurentz;
02001022;LE RUISSEAU GEROER À GEISPITZEN;1032407.0;6740243.99;;
02001023;LE RUISSEAU DE SCHLIERBACH À SCHLIERBACH;1030992.0;6740907.99;;
02001024;LE RIEDGRABEN À STEINBRUNN-LE-HAUT (WEIHERMATTEN);1026231.0;6737162.99;Ruisseau le Riedgraben;
02001025;LE RIEDGRABEN À LANDSER;1028974.0;6740386.99;Ruisseau le Riedgraben;
02001028;LE WEIHERBACHGRABEN À LANDSER;1028607.0;6740841.99;Ruisseau Weiherbachgraben;
02001029;LE RUISSEAU DE BRUEBACH À DIETWILLER;1029644.0;6741853.99;;
02001030;LE WEIHERBACHGRABEN À DIETWILLER;1030170.0;6741972.99;Ruisseau Weiherbachgraben;
02001031;LE WEIHERBACHGRABEN À DIETWILLER (AMONT STEP 1);1030291.0;6742384.99;Ruisseau Weiherbachgraben;
02001032;LE WEIHERBACHGRABEN À DIETWILLER (AMONT STEP 2);1030297.0;6742390.99;Ruisseau Weiherbachgraben;
02001033;LE WEIHERBACHGRABEN À DIETWILLER (AVAL STEP);1030577.0;6742712.99;Ruisseau Weiherbachgraben;
02001034;LE RUISSEAU DESCHENTZWILLER À DIETWILLER;1030522.0;6743334.99;;
02001035;LE RIEDGRABEN À STEINBRUNN-LE-BAS;1028191.0;6739327.99;Ruisseau le Riedgraben;
02001038;LE CONTRE CANAL DE DRAINAGE DE VOLGELGRUN À VOGELGRUN;1042623.0;6777518.99;;
02001040;LE RUISSEAU DE MUHLBACH À ESCHENTZWILLER;1029704.0;6744360.99;Ruisseau de Muhlbach de Habsheim;
02001041;LE RHIN À CHALAMPE;1040221.0;6756716.99;Le Rhin;
02001042;LE VIEUX-RHIN À VOGELGRÜN;1041637.0;6778721.99;Le Rhin;
02001043;LE MUHLBACH DE HABSHEIM À HABSHEIM;1030062.0;6744363.99;Ruisseau de Muhlbach de Habsheim;
02001044;LE GRAND CANAL D'ALSACE À NAMBSHEIM;1041985.0;6769712.99;Grand Canal d'Alsace;
02001045;LE GRAND CANAL D'ALSACE À BIESHEIM;1040247.0;6780586.99;Grand Canal d'Alsace;
02001046;LE MUHLBACH DE SCHOENAU À SCHOENAU;1045006.0;6801457.99;Ruisseau le Muhlbach de Schoenau;
02001047;LE SCHAFTEU À RHINAU;1046809.0;6804975.99;;
02001048;LE RHIN À BIESHEIM;1040547.0;6779922.99;Le Rhin;
02001049;LE VIEUX RHIN À RHINAU;1047087.0;6805196.99;Le Rhin;
02001050;LE RHIN À RHINAU;1049248.0;6811779.99;Le Rhin;
02001051;LE SCHAFTHEU À RHINAU (CONFLUENCE);1047226.0;6807445.99;;
02001058;LE MUHLBACH DE SCHOENAU À BIESHEIM;1038965.0;6782608.99;Ruisseau le Muhlbach de Schoenau;
02001060;LE MUHLBACH DE SCHOENAU À KUNHEIM;1038505.0;6784634.99;Ruisseau le Muhlbach de Schoenau;
02001062;LE MUHLBACH DE SCHOENAU À KUNHEIM (DÉRIVATION);1038994.0;6785906.99;Ruisseau le Muhlbach de Schoenau;
02001068;LE MUHLBACH DE SCHOENAU À BALTZENHEIM (UNTERER BUCK);1039363.0;6788101.99;Ruisseau le Muhlbach de Schoenau;
02001070;L'EISSWASSER À BALTZENHEIM;1040212.0;6788112.99;;
02001080;LE GRAND CANAL D'ALSACE À HOMBOURG;1039080.0;6749905.99;Grand Canal d'Alsace;
02001100;LE CANAL DE NEUF-BRISACH À KUNHEIM;1037504.0;6784129.99;Canal de Neuf-Brisach;
02001140;LE CANAL DU RHONE AU RHIN À BIESHEIM;1037331.0;6781448.99;Canal du Rhone au Rhin;
02001150;LE CANAL D'IRRIGATION DE LA HARDT À BANTZENHEIM;1036384.0;6755129.99;Canal d'Irrigation de la Hardt;
02001175;LE SAULACH À MACKENHEIM;1042664.0;6797166.99;Ruisseau le Saulach;
02001180;LE SAULACH À SCHOENAU;1044690.0;6800197.99;Ruisseau le Saulach;
02001200;LE CANAL DE HUNINGUE À KEMBS;1037940.0;6741444.99;Canal de Neuf-Brisach;
02001205;LE CANAL DE HUNINGUE À KEMBS (ALTE STRASSE);1037427.0;6743599.99;Canal de Neuf-Brisach;
02001215;LE CANAL DE HUNINGUE À HOMBOURG;1033956.0;6749575.99;Canal de Neuf-Brisach;
02001220;LE CANAL DE HUNINGUE À RIXHEIM;1029513.0;6750013.99;Canal de Neuf-Brisach;
02001250;LE MUHLBACH DE LA HARDT À FESSENHEIM;1040256.0;6766555.99;Ruisseau du Muhlbach de la Hardt;
02001270;LE MUHLBACH DE LA HARDT À ALGOLSHEIM;1041119.0;6777128.99;Ruisseau du Muhlbach de la Hardt;
02001300;LE GRUNGIESSEN À GEISWASSER;1042965.0;6775051.99;Ruisseau le Grungiessen;
02001315;LE GRUNGIESSEN À VOLGELSHEIM;1040156.0;6778682.99;Ruisseau le Grungiessen;
02001380;LE SCHOLLENGIESSEN À GERSTHEIM;1049791.0;6820789.99;;
02001390;LE SCHOLLENGIESSEN À GERSTHEIM (AVAL PRISES D'EAU);1049742.0;6820989.99;;
02001400;LE RHIN À ERSTEIN;1050249.0;6821719.99;Le Rhin;
02001430;L'ISTERGRABEN À FRIESENHEIM;1046575.0;6811378.99;Ruisseau Istergraben;
02001450;LE NEUERGRABEN À DAUBENSAND;1048841.0;6814646.99;Ruisseau le Neuergraben;
02001458;LE MUHLBACH DE DAUBENSAND À OBENHEIM;1048836.0;6816594.99;Ruisseau le Muhlbach de Daubensand;
02001460;LA DÉRIVATION DU MUHLBACH DE DAUBENSAND À OBENHEIM;1048909.0;6816521.99;;
02001480;L'HEULACHGRABEN À DIEBOLSHEIM;1044457.0;6808646.99;Ruisseau le Heulachgraben;
02001500;LA LACHTER À BOOFZHEIM;1046252.0;6813301.99;Ruisseau Muhlbach de Gerstheim;
02001575;LE CAN. D'ALIM. DU B. DE PLOBSHEIM À STRASBOURG (LAMENDSAND);1052685.0;6832977.99;Canal d'alimentation du Bassin de Plobsheim;
02001580;LE CANAL D'ALIMENTATION DU BASSIN DE PLOBSHEIM À STRASBOURG;1053545.0;6834751.99;Canal d'alimentation du Bassin de Plobsheim;
02001593;LE BAUERGRUNDWASSER À STRASBOURG (AMONT);1053493.0;6833814.99;;
02001594;CONNEXION BAUERGRUNDWASSER-RHIN À STRASBOURG (AMONT);1054013.0;6833540.99;;
02001596;CONNEXION BAUERGRUNDWASSER-RHIN À STRASBOURG (AVAL);1054606.0;6834942.99;;
02001598;LE BAUERGRUNDWASSER À STRASBOURG (AVAL);1054377.0;6835825.99;;
02001600;LE GRAND CANAL D'ALSACE À STRASBOURG;1053803.0;6835794.99;Grand Canal d'Alsace;
02001605;LE RHIN À STRASBOURG (ROHRSCHOLLEN);1054345.0;6837125.99;Le Rhin;
02001620;L'ALTENHEIMERKOPF À STRASBOURG;1052370.0;6832953.99;;
02001700;LE RHIN À GAMBSHEIM;1061961.0;6853654.99;Le Rhin;
02001715;LE CANAL DU RHONE AU RHIN À MACKENHEIM;1037861.0;6797188.99;Canal du Rhone au Rhin;
02001717;LE CANAL DE COLMAR À MUNTZENHEIM;1032552.0;6787811.99;Canal de Colmar;
02001720;L'ISCHERT À MARCKOLSHEIM;1037936.0;6794067.99;Ruisseau l'Ischert;
02001725;L'ISCHERT À SUNDHOUSE;1044874.0;6806421.99;Ruisseau l'Ischert;
02001726;LE HANENFRÖSE À RHINAU;1049037.0;6812301.99;;
02001727;LE BRUNNWASSER À RHINAU (VILLAGE);1048735.0;6812637.99;Ruisseau le Brunnwasser;
02001728;LE BRUNNWASSER À RHINAU;1049653.0;6813210.99;Ruisseau le Brunnwasser;
02001730;LE BREITSANDGIESSEN À RHINAU;1050703.0;6813711.99;;
02001731;LE DACHSENKOPFGIESSEN À RHINAU;1049838.0;6814717.99;;
02001732;LE SYROPQUELLE À RHINAU;1049795.0;6812941.99;;
02001733;LE BRUNNWASSER À DAUBENSAND;1050043.0;6816096.99;Ruisseau le Brunnwasser;
02001734;ANCIEN BRAS DÉCONNECTÉ DU BRUNNWASSER À DAUBENSAND;1050049.0;6816657.99;;
02001735;L'ALTWASSER À DAUBENSAND;1050552.0;6816400.99;;
02001738;LE MÜHLBACH DE GERSTHEIM (= LACHTER) À GERSTHEIM;1048066.0;6818542.99;Ruisseau Muhlbach de Gerstheim;
02001739;LA DÉRIVATION DU MUHLBACH DE GERSTHEIM À GERSTHEIM;1048213.0;6819606.99;;
02001740;LE LANGGIESSEN À ERSTEIN;1049476.0;6824789.99;Ruisseau Langgiessen;
02001743;LA VIEILLE WEIL À OBENHEIM;1045553.0;6816955.99;Ruisseau la Vieille Weil;
02001744;LE SCHUTZENGIESSEN À ERSTEIN;1050245.0;6824158.99;;
02001745;LE KALTERGIESSEN À ERSTEIN;1050580.0;6825404.99;;
02001746;LE SCHUTZENGIESSEN À PLOBSHEIM;1050536.0;6826054.99;;
02001747;L'ILL À RAEDERSDORF;1029046.0;6717624.99;L'Ill;
02001750;L'ILL À OLTINGUE;1030620.0;6718951.99;L'Ill;
02001760;LE LIMENDENBACH À OLTINGUE;1029564.0;6721055.99;Ruisseau Limendenbach;
02001795;LE GERSBACH À STEINSOULTZ;1026159.0;6725770.99;Ruisseau Gersbach;
02001800;LE GERSBACH À WALDIGHOFEN;1024959.0;6725233.99;Ruisseau Gersbach;
02001820;L'ILL À WALDIGHOFFEN;1024313.0;6725416.99;L'Ill;
02001895;LE RUISSEAU DE WILLER À BETTENDORF (AMONT);1023024.0;6730008.99;Ruisseau de Willer;
02001900;LE RUISSEAU DE WILLER À BETTENDORF;1021385.0;6729005.99;Ruisseau de Willer;
02001915;LE FELDBACH À HEIMERSDORF;1018822.0;6726789.99;Ruisseau le Feldbach;
02001945;LE HIRTZBACH À HIRSINGUE;1017309.0;6727899.99;Ruisseau le Hirtzbach;
02001955;LE HIRTZBACH À HIRTZBACH;1016917.0;6729140.99;Ruisseau le Hirtzbach;
02001990;LE DORFBAECHLE À CARSPACH (HOEFFELMATT);1013460.0;6731473.99;Ruisseau le Dorfbaechle;
02002000;L'ILL À CARSPACH;1016715.0;6732365.99;L'Ill;
02002700;LE ZIPFELGRABEN À CARSPACH;1017846.0;6735201.99;Ruisseau le Zipfelgraben;
02002800;LE ZIPFELGRABEN À ASPACH;1017944.0;6734679.99;Ruisseau le Zipfelgraben;
02003000;L'ILL À ALTKIRCH;1018834.0;6733418.99;L'Ill;
02003100;LE THALBACH À WITTERSDORF;1020958.0;6733348.99;Ruisseau le Thalbach;
02003200;L'ILL À TAGOLSHEIM;1020106.0;6736884.99;L'Ill;
02003230;LA LARGUE À COURTAVON;1016486.0;6716049.99;La Largue;
02003270;LA LARGUE À SEPPOIS-LE-HAUT;1015619.0;6721336.99;La Largue;
02003300;LE GRUMBACH À MOOSLARGUE;1017614.0;6720344.99;Ruisseau le Grumbach;
02003350;LA LARGUE À SEPPOIS-LE-BAS;1013936.0;6723762.99;La Largue;
02003390;LE RUISSEAU DE LARGITZEN À LARGITZEN;1015370.0;6725837.99;Ruisseau de Largitzen;
02003397;LE RUISSEAU DE LARGITZEN À FRIESEN;1012918.0;6726007.99;Ruisseau de Largitzen;
02003400;LA LARGUE À FRIESEN;1012059.0;6726659.99;La Largue;
02003500;LA LARGUE À ALTENACH;1009280.0;6730787.99;La Largue;
02003600;LA LARGUE À DANNEMARIE;1008381.0;6733730.99;La Largue;
02003605;LA LARGUE À WOLFERSDORF;1008732.0;6734552.99;Ruisseau Elbaechel;
02003610;L'ELBAECHEL À WOLFERSDORF;1008525.0;6734337.99;Ruisseau Elbaechel;
02003615;LE TRAUBACH À GUEVENATTEN;1005500.0;6739039.99;Ruisseau le Traubach;
02003617;LE TRAUBACH À TRAUBACH-LE-BAS;1007973.0;6736281.99;Ruisseau le Traubach;
02003620;LE BALLERSDORF À HAGENBACH;1010933.0;6735626.99;Ruisseau de Ballersdorf;
02003670;LE SOULTZBACH À BALSCHWILLER;1012510.0;6737737.99;Ruisseau Soultzbach;
02003700;LE CANAL DU RHÔNE AU RHIN À HEIDWILLER;1016734.0;6737041.99;Canal du Rhone au Rhin;
02003800;LA LARGUE À SPECHBACH-LE-BAS;1016827.0;6737562.99;La Largue;
02003820;LA LARGUE À HEIDWILLER;1018295.0;6737959.99;La Largue;
02003860;LE KREBSBACH À SPECHBACH-LE-BAS;1016825.0;6739386.99;Ruisseau le Krebsbach;
02003880;LA LARGUE À ILLFURTH;1019315.0;6739118.99;La Largue;
02003900;LE WEIHERGRABEN À ILLFURTH;1018652.0;6738758.99;Ruisseau Weihergraben;
02004000;L'ILL À BRUNSTATT;1022767.0;6744047.99;L'Ill;
02004300;LA DOLLER À SEWEN (LERCHENMATT);991481.0;6751801.99;La Doller;
02004333;LE RUISSEAU DE L'ALFELD À SEWEN (AMONT LAC);991077.0;6753120.99;Ruisseau de l'Alfeld;
02004335;LE SUEGRABEN À SEWEN;991130.0;6752909.99;;
02004337;LE RUISSEAU DE L'ALFELD À SEWEN (AVAL LAC);992142.0;6752541.99;Ruisseau de l'Alfeld;
02004380;LE SEEBACH À RIMBACH-PRES-MASEVAUX;995143.0;6753844.99;Ruisseau Seebach;
02004430;LE LACHTELWEIHERBAECHEL À KIRCHBERG;994937.42;6750137.59;Ruisseau le Lachtelweiherbaechel;
02004440;LA DOLLER À MASEVAUX (NIEDERBRUCK);996811.0;6750198.99;La Doller;
02004470;LA DOLLER À NIEDERBRUCK;997400.0;6749963.99;La Doller;
02004500;LA DOLLER À MASEVAUX;999700.0;6748761.99;La Doller;
02004600;LA DOLLER À LAUW;1002515.0;6747419.99;La Doller;
02004650;LE BOURBACH À BOURBACH-LE-HAUT;1002085.0;6750673.99;Ruisseau le Bourbach;
02004800;LA DOLLER À GUEWENHEIM;1006332.0;6747496.99;La Doller;
02004810;LA DOLLER À GUEWENHEIM (WEIDENMATTEN);1007634.0;6747155.99;La Doller;
02004890;LA DOLLER À BURNHAUPT-LE-HAUT (AMONT SEUIL);1009844.0;6746282.99;La Doller;
02004900;LA DOLLER À BURNHAUPT-LE-HAUT (AVAL SEUIL);1009995.0;6746320.99;La Doller;
02004990;LE MICHELBACH À MICHELBACH;1006209.0;6748193.99;Ruisseau le Michelbach;
02005000;LA DOLLER À BURNHAUPT-HAUT;1010683.0;6746300.99;La Doller;
02005300;LA DOLLER À BURNHAUPT-LE-BAS;1012454.0;6745330.99;La Doller;
02005600;LA DOLLER À REININGUE (OELENBERG);1015861.0;6746339.99;La Doller;
02005630;LE BAERENBACH À RODEREN (MUHLBERG);1005417.0;6751411.99;Ruisseau le Baerenbach;
02005650;LE BAERENBACH À RODEREN;1006097.0;6750346.99;Ruisseau le Baerenbach;
02005680;LE KLOSTERMUHLENBACHLEIN À REININGUE (BRUNNMÄTLEIN);1015086.0;6746361.99;Ruisseau Klostermuhlenbachlein;
02005688;LE BAERENBACH À REININGUE (ABBAYE D'OELENBERG);1014997.0;6746633.99;Ruisseau le Baerenbach;
02005690;LE BAERENBACH À REININGUE;1016245.0;6746856.99;Ruisseau le Baerenbach;
02005700;LA DOLLER À REININGUE;1017040.0;6746857.99;La Doller;
02005850;L'OELGRABEN À REININGUE;1018412.0;6747296.99;;
02006000;LA DOLLER À MORSCHWILLER-BAS;1019696.0;6747366.99;La Doller;
02006001;LA DOLLER À LUTTERBACH;1020353.0;6747481.99;La Doller;
02006010;LE CANAL DE DÉRIVATION DE LA DOLLER À LUTTERBACH;1020814.0;6747675.99;;
02006400;LA DOLLER À PFASTATT;1022496.0;6748600.99;La Doller;
02006410;LE STEINBAECHEL À BURNHAUPT-LE-BAS;1012409.0;6745240.99;Ruisseau le Steinbaechel;
02006420;LE STEINBAECHEL À HEIMSBRUNN;1015028.0;6744768.99;Ruisseau le Steinbaechel;
02006435;LE GROSS RUNZGRABEN À BURNHAUPT-LE-HAUT;1009328.0;6744410.99;Ruisseau Gross Runzgraben;
02006445;LE GROSS RUNZGRABEN À BURNHAUPT-LE-BAS (PFLATTERMUEHLE);1012455.0;6744205.99;Ruisseau Gross Runzgraben;
02006450;LE GROSS RUNZGRABEN À BURNHAUPT-LE-BAS (NIEDERHOLZ);1013162.0;6743995.99;Ruisseau Gross Runzgraben;
02006460;LE GROSS RUNZGRABEN À HEIMSBRUNN;1015903.0;6744250.99;Ruisseau Gross Runzgraben;
02006470;LE STEINBAECHEL À MORSCHWILLER-LE-BAS;1018424.0;6746367.99;Ruisseau le Steinbaechel;
02006500;LE STEINBAECHEL À MULHOUSE;1021190.0;6746433.99;Ruisseau le Steinbaechel;
02006650;LE STEINBAECHEL À MULHOUSE (CONFLUENCE);1022588.0;6748314.99;Ruisseau le Steinbaechel;
02006900;LA DOLLER À MULHOUSE;1024232.0;6749509.99;La Doller;
02007000;L'ILL À RUELISHEIM;1026058.0;6755609.99;L'Ill;
02007230;LE DOLLERBAECHLEIN À LUTTERBACH;1019812.0;6747974.99;Ruisseau le Dollerbaechlein;
02007240;LE DOLLERBAECHLEIN À PFASTATT;1021163.0;6750460.99;Ruisseau le Dollerbaechlein;
02007250;LE DOLLERBAECHLEIN À WITTENHEIM;1024974.0;6753896.99;Ruisseau le Dollerbaechlein;
02007260;LE DOLLERBAECHLEIN À RUELISHEIM;1025300.0;6756230.99;Ruisseau le Dollerbaechlein;
02007300;LE QUATELBACH À ENSISHEIM;1027473.0;6755713.99;Ruisseau Quatelbach;
02007380;LA THUR À WILDENSTEIN;995277.0;6770343.99;La Thur;
02007500;LA THUR À KRUTH;995426.0;6767213.99;La Thur;
02007750;LA THUR À ODEREN;996503.0;6763877.99;La Thur;
02007980;LE LANGMATTRUNTZ À FELLERING;997424.0;6762110.99;Ruisseau Seebach;
02008000;LA THUR À FELLERING;997662.0;6762090.99;La Thur;
02008100;LE RIMBACHRUNZ À MOLLAU;996854.0;6759272.99;Ruisseau Rimbachruntz;
02008280;LE BRUSCHER À RANSPACH;999923.0;6762426.99;Ruisseau Bruscher;
02008300;LA THUR À MITZACH;999876.0;6760588.99;La Thur;
02008600;LA THUR À MALMERSPACH;1001770.0;6759467.99;La Thur;
02008750;LE WALDRUNZ À MOOSCH;1002107.0;6758325.99;Ruisseau le Waldrunz;
02009000;LA THUR À WILLER-SUR-THUR;1004275.0;6757012.99;La Thur;
02009065;LE WISSBACH À GEISHOUSE;1004809.09;6761513.88;Ruisseau Wissbach;
02009075;LE RUISSEAU DE VORDERMATT À GOLDBACH-ALTENBACH;1006007.29;6761403.56;Ruisseau de Vordermatt;
02009095;LE MITTELBACHRUNZ À WILLER-SUR-THUR;1005501.64;6759559.26;Ruisseau le Mittelbachrunz;
02009100;LE WISSBACH À WILLER-SUR-THUR;1005028.0;6758437.99;Ruisseau Wissbach;
02009200;LE STEINKLOETZRUNZ À BITSCHWILLER-LES-THANN;1003017.9;6754314.55;Ruisseau Steinkloetzrunz;
02009220;LA THUR À THANN (GARE);1009827.0;6753033.99;La Thur;
02009250;LA THUR À VIEUX-THANN;1008756.0;6752976.99;La Thur;
02009350;LA THUR À THANN;1006761.0;6753791.99;La Thur;
02009500;LE CANAL DE THANN-CERNAY À CERNAY;1013777.0;6753843.99;Canal Thann-Cernay;
02009520;LA THUR-CANAL USINER DE CERNAY À UFFHOLTZ;1014809.0;6754369.99;Canal Thann-Cernay;
02010000;LA THUR À STAFFELFELDEN;1018957.0;6756045.99;La Thur;
02010700;LA THUR À PULVERSHEIM;1021820.0;6759263.99;La Thur;
02011000;LA THUR À ENSISHEIM;1024026.0;6760841.99;La Thur;
02012000;L'ILL À ENSISHEIM;1024339.0;6761936.99;L'Ill;
02012500;L'ILL À REGUISHEIM;1025065.0;6764221.99;L'Ill;
02012600;L'ILL À MEYENHEIM;1025400.0;6765797.99;L'Ill;
02013000;L'ILL À OBERHERGHEIM;1028074.0;6772167.99;L'Ill;
02014000;LA VIEILLE THUR À UNGERSHEIM;1023064.0;6761361.99;La Vieille Thur;
02015000;LA VIEILLE THUR À HERRLISHEIM;1023898.0;6777480.99;La Vieille Thur;
02015450;LE JUNGFRAUENRUNZ À FELLERING;1001486.0;6766973.99;;
02015455;LE STEINLEBACHRUNZ À FELLERING;1001471.0;6766983.99;;
02015465;LA LAUCH À LINTHAL;1002590.0;6767050.99;La Lauch;
02015500;LA LAUCH À LINTHAL (SAEGMATTEN);1006588.0;6768121.99;La Lauch;
02016000;LA LAUCH À BUHL;1012245.0;6767196.99;La Lauch;
02016050;LA LAUCH À BUHL (AVAL);1013303.0;6766443.99;La Lauch;
02016900;LA LAUCH À ISSENHEIM;1018184.0;6764648.99;La Lauch;
02016950;LA LAUCH À ISSENHEIM (AMONT STEP);1019150.0;6765094.99;La Lauch;
02016955;LA LAUCH À ISSENHEIM (AVAL STEP);1019385.0;6765180.99;La Lauch;
02017000;LA LAUCH À MERXHEIM;1020405.0;6765763.99;La Lauch;
02017025;LE CHECKLENBACH À MERXHEIM;1020551.0;6765454.99;Ruisseau le Checklenbach;
02017050;LA LAUCH À MERXHEIM (AVAL);1021004.0;6766006.99;La Lauch;
02017200;LA LAUCH À GUNDOLSHEIM;1020772.0;6767632.99;La Lauch;
02017500;L'OHMBACH À ROUFFACH (BADENMUEHLE);1019071.0;6769542.99;Ruisseau l'Ohmbach;
02017750;LE HOLTZCANAL À ORSCHWIHR;1016488.0;6767657.99;Ruisseau le Holtzcanal;
02017770;LE HOLTZCANAL À BERGHOLTZZELL;1017042.0;6766829.99;Ruisseau le Holtzcanal;
02017850;LE LOHBACH À REGUISHEIM;1022399.0;6764490.99;Ruisseau le Lohbach;
02017880;LE LOHBACH À GUNDOLSHEIM;1022451.0;6767760.99;Ruisseau le Lohbach;
02017920;LA LAUCH À ROUFFACH;1021644.0;6770735.99;La Lauch;
02018000;LA LAUCH À HERRLISHEIM-PRES-COLMAR;1022710.0;6777259.99;La Lauch;
02018400;L'ILL À LADHOF;1026213.0;6786999.99;L'Ill;
02018480;L'ILL À HOUSSEN;1027823.0;6791083.99;L'Ill;
02018500;L'ILL À COLMAR (MAISON ROUGE);1028743.0;6792596.99;L'Ill;
02018660;LA FECHT À MITTLACH;1000443.0;6774342.99;La Fecht;
02018665;L'ALTENWEIHERBACH À MITTLACH;999172.0;6774550.99;Ruisseau Altenweiherbach;
02018670;LA WORMSA À METZERAL;1000921.0;6775697.99;Ruisseau la Wormsa;
02018690;LE RUISSEAU DIT "LA FECHT" À SONDERNACH;1003748.0;6774525.99;Ruisseau dit la Fecht;
02018695;LA FECHT À METZERAL;1003603.0;6776136.99;La Fecht;
02018700;LA FECHT À MUHLBACH-SUR-MUNSTER;1004792.0;6777223.99;La Fecht;
02018740;LA PETITE FECHT À STOSSWIHR;1000311.0;6779172.99;Ruisseau la Petite Fecht;
02018780;LA PETITE FECHT À STOSSWIHR (B);1002465.0;6780411.99;Ruisseau la Petite Fecht;
02018800;LA PETITE FECHT À STOSSWHIR (A);1006099.0;6780376.99;Ruisseau la Petite Fecht;
02018900;LE KREBSBACH À WASSERBOURG;1009021.0;6774614.99;Ruisseau le Krebsbach;
02018950;LE KREBSBACH À WIHR-AU-VAL;1013009.0;6779573.99;Ruisseau le Krebsbach;
02019000;LA FECHT À WALBACH;1015630.0;6782933.99;La Fecht;
02019200;LA FECHT À INGERSHEIM;1019653.0;6785444.99;La Fecht;
02019500;LE MUHLBACH DE TURCKHEIM À WINTZENHEIM;1020775.0;6784930.99;Ruisseau de Logelbach;
02019525;LE LOGELBACH À WINTZENHEIM (AVAL);1021501.0;6784932.99;Ruisseau de Logelbach;
02019550;LE LOGELBACH À COLMAR (AVAL);1025160.0;6784536.99;Ruisseau de Logelbach;
02019600;LA FECHT À AMMERSCHWIHR;1022045.0;6789088.99;La Fecht;
02019605;LE RUISSEAU DU LAC NOIR À ORBEY;1005830.0;6787164.99;Ruisseau du Lac Noir;
02019620;LE RUISSEAU DE TANNACH À ORBEY;1010191.0;6786977.99;Ruisseau de Tannach;
02019670;LA BÉCHINE À LAPOUTROIE (HAMBOSTURES);1009526.0;6792771.99;La Bechine;
02019675;LA BECHINE À LAPOUTROIE (COQ HARDI);1007579.0;6793368.99;La Bechine;
