CdEntiteHydrographique;NomEntiteHydrographique
H61-0400;rivière la charentonne
;
H61-0400;rivière la charentonne
H61-0400;rivière la charentonne
H61-0400;rivière la charentonne
H6110600;rivière la guiel
H6110600;rivière la guiel
;
H6110600;rivière la guiel
H6110600;rivière la guiel
H61-0400;rivière la charentonne
H61-0400;rivière la charentonne
H6125000;rivière le cosnier
H61-0400;rivière la charentonne
H61-0400;rivière la charentonne
;
H6123401;rivière la charentonne
H61-0400;rivière la charentonne
H61-0400;rivière la charentonne
;
H61-0400;rivière la charentonne
H61-0400;rivière la charentonne
H61-0400;rivière la charentonne
H71-0400;rivière la morelle
H7102000;ruisseau de la fontaine saint-laurent
H71-0400;rivière la morelle
;
H71-0400;rivière la morelle
H7102100;cours d'eau 01 de la commune de genneville
H71-0400;rivière la morelle
H71-0400;rivière la morelle
;
H7020600;ruisseau la vilaine
H7110600;rivière l'orange
H7110600;rivière l'orange
H71-0400;rivière la morelle
H7126000;ruisseau la claire
;
H7210600;ruisseau de barneville
H7225000;ruisseau le douet merderet
H7225150;cours d'eau 02 de la commune de saint-gatien-des-bois
I0--0200;fleuve la touques
I0103000;ruisseau de fontaine bouillante
I0--0200;fleuve la touques
I0109000;rivière la maure
I0112000;ruisseau du bouillonnay
I0112000;ruisseau du bouillonnay
;
I0--0200;fleuve la touques
I0119000;ru de saint-évroult
I0--0200;fleuve la touques
I0--0200;fleuve la touques
I0130600;ruisseau de chaumont
I0--0200;fleuve la touques
I0142000;ruisseau des tanneries
I0--0200;fleuve la touques
I0150600;ruisseau le bourgel
I0--0200;fleuve la touques
I0--0200;fleuve la touques
;
;
;
I0--0200;fleuve la touques
I0--0200;fleuve la touques
I0175301;ruisseau de la marette
I0--0200;fleuve la touques
;
I0--0200;fleuve la touques
I0221000;ruisseau de la vallée verrier
I02-0400;rivière l'orbiquet
;
I02-0400;rivière l'orbiquet
I02-0400;rivière l'orbiquet
I02-0400;rivière l'orbiquet
I0219000;ruisseau de la cressonnière
I02-0400;rivière l'orbiquet
I02-0400;rivière l'orbiquet
;
I02-0400;rivière l'orbiquet
I02-0410;rivière la courtonne
I02-0410;rivière la courtonne
I0251000;rivière la marolles
I02-0410;rivière la courtonne
I02-0410;rivière la courtonne
I02-0400;rivière l'orbiquet
;
I0280600;ruisseau le cirieux
I0--0200;fleuve la touques
I0--0200;fleuve la touques
I0294000;fossé 01 du lieu doux
I0300600;rivière la paquine
I0300600;rivière la paquine
I0300600;rivière la paquine
I0300600;rivière la paquine
I0320600;ruisseau le pré d'auge
I0320600;ruisseau le pré d'auge
I0320600;ruisseau le pré d'auge
I0--0200;fleuve la touques
I0340600;ruisseau le chaussey
;
I0340600;ruisseau le chaussey
I0340600;ruisseau le chaussey
I0--0200;fleuve la touques
;
I0--0200;fleuve la touques
;
;
;
;
;
I0399000;ruisseau l'yvie
I0399000;ruisseau l'yvie
I0399000;ruisseau l'yvie
I03-0400;rivière la calonne
I0362000;ruisseau de l'abbesse
I0365201;bras d'angerville
I03-0400;rivière la calonne
;
;
I03-0400;rivière la calonne
I03-0400;rivière la calonne
I0387400;ruisseau du manoir
;
;
I0388800;ruisseau dordouet
;
I0409000;douet de la taille
;
I0--0200;fleuve la touques
I0419000;douet au saulnier
I0429000;ruisseau le douet vacu
I0440600;ruisseau de la planche cabel
I0440600;ruisseau de la planche cabel
I0--0200;fleuve la touques
I0505000;ruisseau de saint-vaast
I1--0200;fleuve la dives
I1110600;rivière la barges
I1110600;rivière la barges
I1--0200;fleuve la dives
;
;
;
I1129000;ruisseau le foulbec
;
I1--0200;fleuve la dives
I1160600;rivière la filaine
I1--0200;fleuve la dives
I1183000;ruisseau la bonne eau
I1180600;rivière le trainefeuille
I1180600;rivière le trainefeuille
;
;
I1210600;rivière l'ante
I1210600;rivière l'ante
I1210600;rivière l'ante
I1210600;rivière l'ante
I1--0200;fleuve la dives
;
I1227000;rivière de perrières
I1235000;ruisseau de gronde
I1241000;ruisseau des aneries
I12-0400;rivière l'oudon
I12-0400;rivière l'oudon
I1249000;ruisseau l'aubette
I1251000;ruisseau de courville
I12-0400;rivière l'oudon
I12-0400;rivière l'oudon
I12-0400;rivière l'oudon
I1--0200;fleuve la dives
I12-0400;rivière l'oudon
I1--0200;fleuve la dives
I1--0200;fleuve la dives
I1--0200;fleuve la dives
I1--0200;fleuve la dives
;
;
;
;
;
I1430600;rivière le laizon
I1430600;rivière le laizon
I1430600;rivière le laizon
I1430600;rivière le laizon
I1437000;ruisseau le foulbec
I1410600;rivière la dorette
I1415000;ruisseau le grandouet
;
;
I1410600;rivière la dorette
I1--0200;fleuve la dives
I14-0400;rivière la muance
I14-0400;rivière la muance
I14-0400;rivière la muance
I15-4251;canal oursin
I15-4251;canal oursin
I14-0400;rivière la muance
I1560600;rivière la divette
I1560600;rivière la divette
I1--0200;fleuve la dives
I1451000;rivière le doigt
;
I15-0400;ruisseau de la planche noël
I15-0400;rivière l'ancre
I15-0400;rivière l'ancre
I1--0200;fleuve la dives
;
;
I13-0400;rivière la vie
I1302500;ruisseau de mont-ormel
I13-0400;rivière la vie
I1310600;rivière la viette
;
I13-0400;rivière la vie
I13-0400;rivière la vie
I1330600;rivière la monne
;
I1330600;rivière la monne
;
I13-0400;rivière la vie
I1345301;rivière la vie
I1349000;douet du moulin du mesnil-durand
I13-0400;rivière la vie
;
I13-0400;rivière la vie
I1360600;rivière la viette
I1360600;rivière la viette
;
I1380600;rivière l'algot
I13-0400;rivière la vie
I2--0200;fleuve l'orne
;
;
I2--0200;fleuve l'orne
I2010600;rivière la sennevière
;
;
I2010600;rivière la sennevière
I2--0200;fleuve l'orne
I2030600;rivière la thouane
;
I2030600;rivière la thouane
I2055000;ruisseau du varo
;
I2057000;ruisseau saint-martin
;
;
I20-0400;rivière le don
;
I20-0400;rivière le don
I20-0400;rivière le don
I2--0200;fleuve l'orne
;
;
I2109000;rivière la dieuge
I21-0400;rivière l'ure
;
I21-0400;rivière l'ure
I21-0400;rivière l'ure
I2--0200;fleuve l'orne
I2139000;rivière la baize
I2129000;rivière l'houay
I2129000;rivière l'houay
I2--0200;fleuve l'orne
;
;
;
I2159000;ruisseau des landelles
I2155000;ruisseau de clairefontaine
;
;
;
;
I21-0420;rivière la cance
;
;
;
I21-0420;rivière la cance
;
I2210600;rivière la maire
I2210600;rivière la maire
I2--0200;fleuve l'orne
;
;
I2224000;ruisseau le val renard
;
I2229000;ruisseau du gué blandin
;
I2--0200;fleuve l'orne
I2239000;ruisseau la fontaine au héron
;
;
;
;
I2--0200;fleuve l'orne
;
;
I2--0200;fleuve l'orne
;
;
I22-0400;rivière la baize
I22-0400;rivière la baize
I2264500;ruisseau le bézeron
I22-0400;rivière la baize
;
I2--0200;fleuve l'orne
I2--0200;fleuve l'orne
I2501000;ruisseau du val la hère
;
;
;
;
;
I2--0200;fleuve l'orne
;
I2--0200;fleuve l'orne
I2519000;ruisseau de traspy
I2519000;ruisseau de traspy
;
;
I2--0200;fleuve l'orne
I2529000;le vieux ruisseau
;
I2--0200;fleuve l'orne
;
;
I2--0200;fleuve l'orne
I2539000;ruisseau de la grande vallée
I2539000;ruisseau de la grande vallée
;
;
;
I2537000;ruisseau de flagy
;
I2549000;rivière la guigne
I2549000;rivière la guigne
;
I2--0200;fleuve l'orne
I2--0200;fleuve l'orne
I2--0200;fleuve l'orne
I2662000;rivière le biez
I2--0200;fleuve l'orne
I2665102;canal de caen à la mer
I2665000;ruisseau le dan
I2669000;ruisseau l'aiguillon
;
;
I21-0410;rivière l'udon
;
;
;
;
I2187000;ruisseau le couillard
;
;
;
I2188000;ruisseau du moulin de besnard
;
;
I2189000;ruisseau la rânette
I21-0410;rivière l'udon
I21-0410;rivière l'udon
I21-0410;rivière l'udon
;
;
I2309000;rivière la rouvrette
I23-0400;rivière la rouvre
;
;
I23-0400;rivière la rouvre
;
;
I2320600;rivière le val du breuil
I2320600;rivière le val du breuil
;
I23-0400;rivière la rouvre
I23-0400;rivière la rouvre
;
I2340600;rivière la gine
I2340600;rivière la gine
;
I2340600;rivière la gine
I23-0400;rivière la rouvre
I2368000;ruisseau la courteille
I2360600;ruisseau le lembron
I2371000;ruisseau la coulandre
I23-0400;rivière la rouvre
I23-0400;rivière la rouvre
;
;
;
I23-0400;rivière la rouvre
I24-0400;rivière le noireau
;
;
I24-0400;rivière le noireau
I24-0400;rivière le noireau
I2404000;rivière la durance
I2406000;ruisseau le troitre
;
I2407000;ruisseau de vautigé
;
;
I2409000;ruisseau la diane
;
;
I24-0400;rivière le noireau
;
;
;
I2423000;ruisseau le roucamps
I24-0420;rivière la druance
;
;
I2429000;ruisseau de cresme
;
I24-0420;rivière la druance
;
;
;
;
;
I2439600;ruisseau le gourguesson
;
;
I2439000;rivière le tortillon
I24-0420;rivière la druance
I24-0400;rivière le noireau
I24-0400;rivière le noireau
I24-0400;rivière le noireau
I2466000;rivière le hariel
I24-0410;rivière la vère
I2472000;ruisseau de l'aubrière
I2470600;rivière la visance
I2470600;rivière la visance
I24-0410;rivière la vère
;
;
I24-0410;rivière la vère
I2482501;bras de la vère
;
I26-0400;rivière l'odon
;
I26-0400;rivière l'odon
;
I2619350;fossé 01 du cabaret
;
;
I26-0400;rivière l'odon
I2630600;rivière l'ajon
I26-0400;rivière l'odon
I2643000;ruisseau d'o
I26-0400;rivière l'odon
I26-0400;rivière l'odon
;
I25-0400;rivière la laize
;
;
I2575000;ruisseau de bactot
I25-0400;rivière la laize
I25-0400;rivière la laize
;
I25-0400;rivière la laize
;
;
I2584000;ruisseau le tourtous
I25-0400;rivière la laize
I25-0400;rivière la laize
I25-0400;rivière la laize
;
I25-0400;rivière la laize
I3--0200;fleuve la seulles
I3104300;fossé 01 de la sorière
I3104000;ruisseau la seullette
I3--0200;fleuve la seulles
;
I3103101;fleuve la seulles
I3110600;ruisseau la seulline
I3110600;ruisseau la seulline
I3--0200;fleuve la seulles
I3130600;ruisseau le candon
I3130600;ruisseau le candon
I3141000;ruisseau du coisel
I3--0200;fleuve la seulles
;
I3150600;ruisseau le bordel
I3150600;ruisseau le bordel
I3150600;ruisseau le bordel
;
I3--0200;fleuve la seulles
;
I3--0200;fleuve la seulles
I3--0200;fleuve la seulles
;
;
;
I3--0200;fleuve la seulles
I3200600;rivière la thue
I3200600;rivière la thue
I3200600;rivière la thue
I32-0400;rivière la mue
I32-0400;rivière la mue
I32-0400;rivière la mue
I3230600;ruisseau la chironne
I32-0400;rivière la mue
I32-0400;rivière la mue
I3251001;fleuve la seulles
I3--0200;fleuve la seulles
I3002000;ruisseau la capricieuse
I3301000;ruisseau de la provence
I3301000;ruisseau la provence
I3301000;ruisseau la provence
I3304000;ruisseau la gronde
;
I4--0210;rivière l'aure
;
I4510600;rivière l'aurette
;
;
I4--0210;rivière l'aure
I4--0210;rivière l'aure
I4--0210;rivière l'aure
I4--0210;rivière l'aure
I4--0210;rivière l'aure
;
;
;
;
;
;
I45-0420;rivière la drôme
I4549000;ruisseau du vey
I45-0420;rivière la drôme
I4552500;ruisseau la soquence
I45-0420;rivière la drôme
I45-0420;rivière la drôme
;
;
;
I45-0420;rivière la drôme
;
;
I4--0210;rivière l'aure
I4624900;ruisseau de formigny
I4--0210;rivière l'aure
;
;
I4604000;ruisseau le marais
I4607000;ruisseau le merdillon
;
I46-0410;rivière la tortonne
I4609000;ruisseau la siette
I46-0410;rivière la tortonne
I46-0400;rivière l'esque
I4649000;ruisseau du london
;
I46-0400;rivière l'esque
I4--0210;rivière l'aure
I4680650;ruisseau du moulin
I4--0210;rivière l'aure
I4670600;ruisseau du moulin d'annebey
;
I4--0210;rivière l'aure
I4--0210;rivière l'aure
I4--0210;rivière l'aure
I4005000;rivière le véret
;
;
I4--0200;fleuve la vire
;
I4--0200;fleuve la vire
I4106000;ruisseau de maisoncelles
I4--0200;fleuve la vire
I4110600;rivière la virène
I4118000;rivière la dathée
I4--0200;fleuve la vire
I4--0200;fleuve la vire
I41-0400;rivière l'allière
I41-0400;rivière l'allière
;
I41-0400;rivière l'allière
;
I4160600;rivière la brévogne
;
I4160600;rivière la brévogne
I4--0200;fleuve la vire
I4179400;ruisseau de la planche vittard
I4--0200;fleuve la vire
I42-0400;rivière la souleuvre
I42-0400;rivière la souleuvre
;
I4209600;rivière le rubec
;
I4219000;ruisseau le courbençon
;
I4230600;rivière la petite souleuvre
I4230600;rivière la petite souleuvre
I4230600;rivière le roucamps
I42-0400;rivière la souleuvre
;
I4--0200;fleuve la vire
I4--0200;fleuve la vire
;
;
I4--0200;fleuve la vire
;
I42-0420;rivière la drôme
I4266200;cours d'eau 01 de la revenière
I4270600;rivière la cunes
I42-0420;rivière la drôme
I4--0200;fleuve la vire
I4--0200;fleuve la vire
;
I4305000;ruisseau de beaucoudray
I4308500;ruisseau du moulin de chevry
;
I4310600;rivière de jacre
I4322000;ruisseau le marqueran
;
I4--0200;fleuve la vire
I4336750;cours d'eau 01 de la bélinière
I4336750;cours d'eau 01 de la bélinière
I4337200;cours d'eau 01 de la couvanne
I4330600;ruisseau le hamel
I4330600;ruisseau le hamel
;
I4--0200;fleuve la vire
;
I4350600;ruisseau le fumichon
I4354000;ruisseau des étangs de semilly
;
I4350600;ruisseau le fumichon
I4365000;ruisseau l'hain
I4--0200;fleuve la vire
I4370600;rivière la joigne
I4370600;rivière la joigne
I4383000;ruisseau de la dollée
I4--0200;fleuve la vire
I4--0200;fleuve la vire
I4--0200;fleuve la vire
I4--0200;fleuve la vire
I4--0200;fleuve la vire
I4391000;ruisseau la jouenne
I4--0200;fleuve la vire
I4--0200;fleuve la vire
;
I44-0400;rivière l'elle
;
;
I44-0400;rivière l'elle
I44-0400;rivière l'elle
I4420600;rivière le rieu
I44-0400;rivière l'elle
I4--0200;fleuve la vire
I4--0200;fleuve la vire
;
;
I5--0200;rivière la douve
I5009000;ruisseau l'asseline
;
I5--0200;rivière la douve
I5019000;rivière de rade
I5--0200;rivière la douve
I5030600;rivière de gloire
;
I5030600;rivière de gloire
;
;
I5--0200;rivière la douve
I5--0200;rivière la douve
I5--0200;rivière la douve
I5--0200;rivière la douve
I5080600;rivière la sauldre
I5080600;rivière la saudre
I5080600;rivière la saudre
;
I5--0200;rivière la douve
I5--0200;rivière la douve
I5110651;bras de joffré
I5108000;ruisseau le buisson
;
;
I5--0200;rivière la douve
I5117000;rivière la senelle
I5--0200;rivière la douve
I5122000;ruisseau l'écoute s'il pleut
I51-0400;rivière le merderet
I51-0400;rivière le merderet
I51-0400;rivière le merderet
I5100600;ruisseau le gorget
I51-0400;rivière le merderet
;
I5139800;ruisseau la durance
I5139000;ruisseau de coisel
I5139800;ruisseau la durance
I51-0400;rivière le merderet
I5157000;ruisseau le moulinet
I5--0200;rivière la douve
;
I51-0410;rivière la sèves
I5179000;ruisseau l'holerotte
;
I51-0410;rivière la sèves
I5187000;ruisseau le mouloir
I51-0410;rivière la sèves
;
I5--0200;rivière la douve
I52-0400;rivière la taute
;
;
I52-0400;rivière la taute
;
;
I52-0400;rivière la taute
;
I52-0400;rivière la taute
;
I52-0410;rivière le lozon
;
;
;
;
I52-0410;rivière le lozon
I5249000;rivière la venloue
;
;
;
;
I5274000;rivière la terrette
;
I5276000;ruisseau la losque
I5274000;rivière la terrette
I5274000;rivière la terrette
;
I52-0400;rivière la taute
I5287000;rivière des gouffres
I52-0400;rivière la taute
I5--0200;canal de carentan à la mer
I5--0200;canal de carentan à la mer
I5051250;cours d'eau 01 de la laverie
I5063000;ruisseau le coisel
;
I5061000;ruisseau le pommeret
I50-0400;rivière la scye
I50-0400;rivière la scye
I5068000;rivière l'aizy
I5068000;rivière l'aizy
I50-0400;rivière la scye
I5298000;rivière de l'escalgrain
I63-0400;rivière la saire
;
;
I63-0400;rivière la saire
;
;
I63-0400;rivière la saire
;
;
;
I61-0400;rivière la sinope
;
;
I61-0400;rivière la sinope
;
I6205000;ruisseau le vaupreux
I6205000;ruisseau le vaupreux
I6205000;ruisseau le vaupreux
I6405000;ruisseau de hacouville
I6405030;fossé 02 de la haute pierre
I6405000;ruisseau de hacouville
I6405050;ruisseau de la fontaine des dalles
I6405000;ruisseau de hacouville
I6530600;ruisseau le trottebec
;
I6530600;ruisseau le trottebec
I6530600;ruisseau le trottebec
I65-0400;rivière la divette
;
;
;
I6519000;ruisseau de houlbecq
I6519000;ruisseau de houlbecq
;
I65-0400;rivière la divette
;
I6521501;rivière la divette
I6601000;ruisseau le vaublet
I6601000;ruisseau le vaublet
I6601300;ruisseau lucas
I6601300;ruisseau lucas
I6601300;ruisseau lucas
I6601300;ruisseau lucas
I6601360;ruisseau du rouland
I6601360;ruisseau du rouland
I6603300;ruisseau la sabine
I6603300;ruisseau la sabine
;
;
;
;
;
;
;
I6607200;ruisseau de la grande vallée
I6607800;ruisseau des sablons
;
I6608200;ruisseau le petit douet
;
I6609000;ruisseau la diélette
I6702000;fleuve le but
I6702000;fleuve le but
;
I6706000;la gerfleur
I6707000;ruisseau le gris
;
;
I6709000;rivière l'ouve
I6837000;rivière la brosse
I68-0400;rivière l'ay
;
I68-0400;rivière l'ay
I6810600;rivière de claids
;
;
I68-0400;rivière l'ay
I6835000;ruisseau le hocquet
I6835600;ruisseau le dun
I6904000;ruisseau de bretteville
;
I6903000;ruisseau le pont de la reine
I7256000;rivière la siame
I7256000;rivière la siame
;
I7256000;rivière la siame
I7209000;ruisseau la girardière
I72-0400;rivière la soulles
I72-0400;rivière la soulles
I7219000;ruisseau la soullette
I7219000;ruisseau la soullette
I72-0400;rivière la soulles
I72-0400;rivière la soulles
I7229000;ruisseau du pont sohier
;
;
I72-0400;rivière la soulles
I72-0400;rivière la soulles
;
I7249500;ruisseau du blondel
I7--0200;fleuve la sienne
I7--0200;fleuve la sienne
;
I7--0200;fleuve la sienne
I7010600;rivière la sènène
I7--0200;fleuve la sienne
I7--0200;fleuve la sienne
I7--0200;fleuve la sienne
I7--0200;fleuve la sienne
;
;
I7--0200;fleuve la sienne
I7030600;rivière la gièze
;
I7059000;ruisseau l'hambyotte
I7--0200;fleuve la sienne
;
I7070600;rivière la bérence
I7--0200;fleuve la sienne
I71-0400;rivière l'airou
;
I71-0400;rivière l'airou
;
;
I71-0400;rivière l'airou
I71-0400;rivière l'airou
I7--0200;fleuve la sienne
;
;
;
;
I7--0200;fleuve la sienne
;
I7127000;ruisseau de la chaussée
;
;
I71-0420;rivière la vanne
I7149000;ruisseau du pont cée
;
I71-0420;rivière la vanne
I7149000;ruisseau du pont cée
;
;
I71-0420;rivière la vanne
I7--0200;fleuve la sienne
I7239000;ruisseau le prépont
I7--0200;fleuve la sienne
;
I7404000;rivière la vanlée
I7404000;rivière la vanlée
I7404000;rivière la vanlée
I7404000;rivière la vanlée
I7505100;ruisseau du moulin de ouénard
I7505000;ruisseau de fouceuil
I7500600;ruisseau du boscq
;
I7500600;ruisseau du boscq
I7500600;ruisseau du boscq
;
;
;
I7605000;ruisseau de l'oiselière
;
I77-0400;rivière le thar
;
;
I77-0400;rivière le thar
;
;
I77-0400;rivière le thar
I77-0400;rivière le thar
I7806000;ruisseau de la rousselière
I7806000;ruisseau de la rousselière
I7808800;la claire douves
;
I7808000;ruisseau la lerre
I7808000;ruisseau la lerre
I7808000;ruisseau la lerre
I8161000;ruisseau le vergon
;
I8--0200;la sée blanche
I8004000;rivière la sée rousse
I8--0200;fleuve la sée
I8--0200;fleuve la sée
;
I8009000;ruisseau l'yeurseul
I8--0200;fleuve la sée
I8018000;ruisseau de pierre zure
;
;
I8025700;cours d'eau 04 de la commune de mesnil tove
I8--0200;fleuve la sée
;
I8--0200;fleuve la sée
I8040600;rivière le glanon
I8040600;rivière le glanon
I8040600;rivière le glanon
I8040600;rivière le glanon
;
;
I8060600;ruisseau de saint-laurent
;
I8--0200;fleuve la sée
;
I8--0250;ruisseau le bieu
I8--0250;ruisseau le bieu
I8088000;ruisseau du pont davy
I8--0250;ruisseau le bieu
I8--0200;fleuve la sée
;
;
I8108000;ruisseau du moulin du bois
